User,Text,Lang,CreatedAt,CurrentUserRetweetId,FavoriteCount,GeoLocation,Id,InReplyToStatusId,InReplyToUserId,Place,QuotedStatusId,RetweetCount,Source,SourceUrl,SourceValue
GoT Logic,RT @CorrectNames: Pyjama Shoes@TRUTHORCLAIRE https://t.co/S1VGrNLrZX,pl,Tue Aug 01 10:01:42 CDT 2017,-1,0,null,892399950092435456,-1,-1,null,-1,101,<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>,https://about.twitter.com/products/tweetdeck,TweetDeck
The Associated Press,Ad: Learn how #Elion Resources Group is planting the seeds of change to combat land degradation and #ClimateChange.… https://t.co/0LUjUVcpW9,en,Tue Aug 01 10:00:54 CDT 2017,-1,12,null,892399747805458432,-1,-1,null,-1,11,<a href="http://www.socialflow.com" rel="nofollow">SocialFlow</a>,http://www.socialflow.com,SocialFlow
GoT Logic,RT @CalligraphyVids: Princess! https://t.co/aXLlkkEKuY,en,Tue Aug 01 10:00:36 CDT 2017,-1,0,null,892399671213264900,-1,-1,null,-1,99,<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>,https://about.twitter.com/products/tweetdeck,TweetDeck
New York Times Books,Independence; this novel suggests; is wonderful until you get it https://t.co/3OVYz9IKDk,en,Tue Aug 01 10:00:12 CDT 2017,-1,0,null,892399573511151616,-1,-1,null,-1,0,<a href="http://www.socialflow.com" rel="nofollow">SocialFlow</a>,http://www.socialflow.com,SocialFlow
The New Yorker,Hamed Sinno—the lead singer and lyricist of Mashrou’ Leila—may be the most prominent gay musician in the Arab world… https://t.co/4TtZmL11lR,en,Tue Aug 01 10:00:08 CDT 2017,-1,7,null,892399554422767616,-1,-1,null,-1,3,<a href="http://www.socialflow.com" rel="nofollow">SocialFlow</a>,http://www.socialflow.com,SocialFlow
The Economist,Two sides have agreed to stop fighting each other; but they are free to keep on battling other militias https://t.co/3tZdkhFDwa,en,Tue Aug 01 09:59:54 CDT 2017,-1,9,null,892399496277217282,-1,-1,null,-1,2,<a href="http://www.socialflow.com" rel="nofollow">SocialFlow</a>,http://www.socialflow.com,SocialFlow
The Associated Press,RT @AP_Europe: Nearly 500 suspects go on trial for Turkey's failed coup; many face life in prison https://t.co/2oSnsotfaJ https://t.co/KCbn…,en,Tue Aug 01 09:57:30 CDT 2017,-1,0,null,892398892368748544,-1,-1,null,-1,6,<a href="http://www.socialflow.com" rel="nofollow">SocialFlow</a>,http://www.socialflow.com,SocialFlow
GoT Logic,RT @CalligraphyVids: Vengeance. https://t.co/cV7H50R9SB,fr,Tue Aug 01 09:55:41 CDT 2017,-1,0,null,892398433142755332,-1,-1,null,-1,65,<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>,https://about.twitter.com/products/tweetdeck,TweetDeck
Mashable,Big brother is watching. https://t.co/eCqeMOjr2I,en,Tue Aug 01 09:55:25 CDT 2017,-1,17,null,892398366029737986,-1,-1,null,-1,6,<a href="http://www.socialflow.com" rel="nofollow">SocialFlow</a>,http://www.socialflow.com,SocialFlow
Publishers Weekly,Macmillan Heads Downtown; Leaving Flatiron Building https://t.co/HJBoEvWYf6 https://t.co/yhQvFTEPKZ,en,Tue Aug 01 09:55:09 CDT 2017,-1,3,null,892398302616068096,-1,-1,null,-1,4,<a href="http://www.hootsuite.com" rel="nofollow">Hootsuite</a>,http://www.hootsuite.com,Hootsuite
