User,NN
Text,VB
Lang,NNP
CreatedAt,NN
CurrentUserRetweetId,NN
FavoriteCount,NNP
GeoLocation,NNP
Id,NN
InReplyToStatusId,NN
InReplyToUserId,NN
Place,NN
QuotedStatusId,NN
RetweetCount,NNP
Source,NNP
SourceUrl,NNP
SourceValue,NNP
Penguin,NNP
Random,NNP
House,NNP
RT,NN
@randomhouse,NN
Bestselling,VBG
author,NN
@tanehisicoates,NNS
is,VBZ
hitting,VBG
road,NN
fall,NN
discuss,VB
new,JJ
book,NN
WE,NNP
WERE,VBD
YEARS,NNS
POWER,NN
Wed,VBD
Aug,NNP
CDT,NNP
null,895297280516947969,-1,NN
null,JJ
,895293976110039040,2,NN
<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">,NN
TweetDeck,NN
</a>,NN
https://about.twitter.com/products/tweetdeck,TweetDeck,NN
New,NNP
York,NNP
Times,NNP
Investigators,NNS
searched,VBD
Manafort,NNP
home,NN
tax,NN
banking,NN
records,NNS
part,NN
special,JJ
investigation,NN
Russia,NNP
https://t.co/sSSt0qx5fv,en,Wed,NNP
Aug,NNP
CDT,NNP
2017,-1,NNP
,46,NNP
null,895296945190838272,895295814284840960,807095,null,-1,NNP
,26,NNP
<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">,NNP
TweetDeck,NNP
</a>,NNP
https://about.twitter.com/products/tweetdeck,TweetDeck,NNP
The,NNP
Associated,NNP
Press,NNP
Oprah,NNP
favorite,JJ
soups,NNS
Oprah,NNP
Winfrey,NNP
is,VBZ
heading,VBG
supermarket,NN
aisle,NN
own,JJ
line,NN
soups,NNS
sides,NNS
https://t.co/dwZJqg3mIA,en,Wed,JJ
Aug,NN
CDT,NNP
null,895296729272254464,-1,NN
null,-1,NNP
,9,NNP
<a href="http://www.socialflow.com" rel="nofollow">,NNP
SocialFlow,NNP
</a>,NNP
http://www.socialflow.com,SocialFlow,NNP
CNN,NNP
conservative,JJ
group,NN
has,VBZ
launched,VBN
ad,NN
buy,NN
tax,NN
reform,NN
https://t.co/Wym92TxFeM,NNP
https://t.co/oCfSSWS4zO,en,Wed,NNP
Aug,NNP
CDT,NNP
null,895296135148994561,-1,NN
null,-1,NNP
,15,NNP
