User,NN
Text,VB
Lang,NNP
CreatedAt,NN
CurrentUserRetweetId,NN
FavoriteCount,NNP
GeoLocation,NNP
Id,NN
InReplyToStatusId,NN
InReplyToUserId,NN
Place,NN
QuotedStatusId,NN
RetweetCount,NNP
Source,NNP
SourceUrl,NNP
SourceValue,NNP
Wall,NNP
Street,NNP
Journal,NNP
Falcons,NNPS
look,VBP
shake,VB
Super,NNP
Bowl,NNP
hangover,NN
https://t.co/ebI2Pio3xA,en,Mon,NN
Aug,NN
CDT,NNP
null,894563406673522688,-1,NN
null,-1,NNP
,4,NNP
<a href="http://www.socialflow.com" rel="nofollow">,NNP
SocialFlow,NNP
</a>,NNP
http://www.socialflow.com,SocialFlow,NNP
Margaery,NNP
Tyrell,NNP
reunions,NNS
do,VBP
stop,VB
episode,NN
Theon,NNP
is,VBZ
mocking,VBG
Jon,NNP
is,VBZ
Mon,NNP
Aug,NNP
,1,NN
null,894563131715969024,-1,NN
null,-1,NNP
,0,NNP
<a href="http://twitter.com/download/iphone" rel="nofollow">,NNP
Twitter,NNP
iPhone,NNP
</a>,NNP
http://twitter.com/download/iphone,Twitter,NNP
iPhone,NNP
Mashable,NNP
minutes,NNS
Putin,NNP
fishing,NN
swimming,NN
living,VBG
best,JJS
life,NN
https://t.co/HA1bOUlsPL,NN
https://t.co/Aj90w0JEZg,en,Mon,NN
Aug,NN
CDT,NNP
null,894563041102135298,-1,NN
null,-1,NNP
,4,NNP
<a href="http://www.socialflow.com" rel="nofollow">,NNP
SocialFlow,NNP
</a>,NNP
http://www.socialflow.com,SocialFlow,NNP
Margaery,NNP
Tyrell,NNP
Littlefinger,NNP
told,VBD
Sansa,NNP
let,VB
be,VB
surprised,VBN
Arya,NNP
surprised,VBD
crap,NN
Littlefinger,NNP
Mon,NNP
Aug,NNP
CDT,NNP
null,894562549072572417,-1,NN
null,-1,NNP
,1,NNP
<a href="http://twitter.com/download/iphone" rel="nofollow">,NNP
Twitter,NNP
iPhone,NNP
</a>,NNP
http://twitter.com/download/iphone,Twitter,NNP
iPhone,NNP
The,NNP
Economist,NNP
Russia,NNP
biggest,JJS
rock,NN
star,NN
portrays,VBZ
country,NN
ridiculous,JJ
vulnerable,JJ
https://t.co/21dpNoADRJ,NN
